Temperature dependence at Gamma (eV)
Band: 0
     0.0    0.03467015
   300.0    0.03643240
Band: 1
     0.0    0.00675409
   300.0    0.00749127
Band: 2
     0.0    0.00675409
   300.0    0.00749127
Band: 3
     0.0    0.00675409
   300.0    0.00749127
Band: 4
     0.0   -0.00118572
   300.0   -0.00131878
Band: 5
     0.0   -0.02308057
   300.0   -0.02638125
Band: 6
     0.0   -0.03853668
   300.0   -0.04260934
Band: 7
     0.0    0.01332241
   300.0    0.00857636
