Temperature dependence at Gamma (eV)
Band: 0
     0.0    0.02728629
   300.0    0.02911595
Band: 1
     0.0    0.00592875
   300.0    0.00666934
Band: 2
     0.0    0.00592875
   300.0    0.00666934
Band: 3
     0.0    0.00592875
   300.0    0.00666934
Band: 4
     0.0   -0.00113892
   300.0   -0.00127200
Band: 5
     0.0    0.19602401
   300.0    0.19272584
Band: 6
     0.0    0.14653418
   300.0    0.14246102
Band: 7
     0.0    1.32513029
   300.0    1.32038693
