Temperature dependence at Gamma (eV)
Band: 0
     0.0   -1.04058911
   300.0   -1.12410999
Band: 1
     0.0    0.08493756
   300.0    0.11945054
Band: 2
     0.0    0.08493756
   300.0    0.11945054
Band: 3
     0.0    0.08493756
   300.0    0.11945054
Band: 4
     0.0   -0.02294264
   300.0   -0.02790339
Band: 5
     0.0    0.07883259
   300.0    0.10931881
Band: 6
     0.0    0.07389397
   300.0    0.09971923
Band: 7
     0.0    0.02357360
   300.0    0.03376328
